Provider ID,Hospital Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure Name,Measure ID,Score,Footnote,Measure Start Date,Measure End Date
330261,PHELPS MEMORIAL HOSPITAL ASSN,701 NORTH BROADWAY,SLEEPY HOLLOW,NY,10591,WESTCHESTER,9143663000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.02,,1/1/15,12/31/15
330264,ST LUKE'S CORNWALL HOSPITAL,70 DUBOIS STREET,NEWBURGH,NY,12550,ORANGE,8455614400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.01,,1/1/15,12/31/15
330265,CLIFTON SPRINGS HOSPITAL AND CLINIC,2 COULTER ROAD,CLIFTON SPRINGS,NY,14432,ONTARIO,3154629561,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.83,,1/1/15,12/31/15
330267,NEW YORK-PRESBYTERIAN/HUDSON VALLEY HOSPITAL,1980 CROMPOND ROAD,CORTLANDT MANOR,NY,10567,WESTCHESTER,9147343611,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/15,12/31/15
330268,COBLESKILL REGIONAL HOSPITAL,178 GRANDVIEW DRIVE,COBLESKILL,NY,12043,SCHOHARIE,5182543300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.87,,1/1/15,12/31/15
330270,HOSPITAL FOR SPECIAL SURGERY,535 EAST 70TH STREET,NEW YORK,NY,10021,NEW YORK,2126061000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/15,12/31/15
330273,PUTNAM HOSPITAL CENTER,670 STONELEIGH AVENUE,CARMEL,NY,10512,PUTNAM,9142795711,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.99,,1/1/15,12/31/15
330276,NATHAN LITTAUER HOSPITAL,99 EAST STATE STREET,GLOVERSVILLE,NY,12078,FULTON,5187258621,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.95,,1/1/15,12/31/15
330277,CORNING HOSPITAL,1 GUTHRIE DRIVE,CORNING,NY,14830,STEUBEN,6079377200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.91,,1/1/15,12/31/15
330279,MERCY HOSPITAL OF BUFFALO,565 ABBOTT ROAD,BUFFALO,NY,14220,ERIE,7168267000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1,,1/1/15,12/31/15
330285,STRONG MEMORIAL HOSPITAL,601 ELMWOOD AVE,ROCHESTER,NY,14642,MONROE,5852752121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/15,12/31/15
330286,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,1000 MONTAUK HIGHWAY,WEST ISLIP,NY,11795,SUFFOLK,6313763000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/15,12/31/15
330304,WHITE PLAINS HOSPITAL CENTER,41 EAST POST R0AD,WHITE PLAINS,NY,10601,WESTCHESTER,9146810600,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/15,12/31/15
330307,CAYUGA MEDICAL CENTER AT ITHACA,101 DATES DRIVE,ITHACA,NY,14850,TOMPKINS,6072744401,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.9,,1/1/15,12/31/15
330331,PLAINVIEW HOSPITAL,888 OLD COUNTRY ROAD,PLAINVIEW,NY,11803,NASSAU,5167193000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.05,,1/1/15,12/31/15
330332,ST JOSEPH HOSPITAL,4295 HEMPSTEAD TURNPIKE,BETHPAGE,NY,11714,NASSAU,5165796000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/15,12/31/15
330340,SOUTHAMPTON HOSPITAL,240 MEETING HOUSE LANE,SOUTHAMPTON,NY,11968,SUFFOLK,5167268200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.93,,1/1/15,12/31/15
330350,UNIVERSITY HOSPITAL OF BROOKLYN ( DOWNSTATE ),445 LENOX ROAD,BROOKLYN,NY,11203,KINGS,7182701000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.96,,1/1/15,12/31/15
330372,FRANKLIN HOSPITAL,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,NASSAU,5162566000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.03,,1/1/15,12/31/15
330385,NORTH CENTRAL BRONX HOSPITAL,3424 KOSSUTH AVENUE & 210TH STREET,BRONX,NY,10467,BRONX,2125195000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/15,12/31/15
330386,CATSKILL REGIONAL MEDICAL CENTER,68 HARRIS BUSHVILLE ROAD,HARRIS,NY,12742,SULLIVAN,8457943300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/15,12/31/15
330387,ROCKEFELLER UNIVERSITY HOSPITAL,1230 YORK AVENUE,NEW YORK,NY,10021,NEW YORK,2125708000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,1/1/15,12/31/15
330393,UNIVERSITY HOSPITAL ( STONY BROOK ),HEALTH SCIENCES CENTER SUNY,STONY BROOK,NY,11794,SUFFOLK,6314444000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/15,12/31/15
330394,"UNITED HEALTH SERVICES HOSPITALS, INC",10-42 MITCHELL AVENUE,BINGHAMTON,NY,13903,BROOME,6077636000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.92,,1/1/15,12/31/15
330395,ST JOHN'S EPISCOPAL HOSPITAL AT SOUTH SHORE,327 BEACH 19TH STREET,FAR ROCKAWAY,NY,11691,QUEENS,7188697000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.07,,1/1/15,12/31/15
330396,WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,KINGS,7189638100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.94,,1/1/15,12/31/15
330397,INTERFAITH MEDICAL CENTER,1545 ATLANTIC AVENUE,BROOKLYN,NY,11213,KINGS,7186134000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.06,,1/1/15,12/31/15
330399,ST BARNABAS HOSPITAL,4422 THIRD AVENUE,BRONX,NY,10457,BRONX,2129609000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.98,,1/1/15,12/31/15
330401,ST CATHERINE OF SIENA HOSPITAL,50 ROUTE 25A,SMITHTOWN,NY,11787,SUFFOLK,6318623000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,1.09,,1/1/15,12/31/15
330403,MONROE COMMUNITY HOSPITAL,435 EAST HENRIETTA ROAD,ROCHESTER,NY,14620,MONROE,5857606500,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,1 - The number of cases/patients is too few to report.,1/1/15,12/31/15
330405,HELEN HAYES HOSPITAL,51 NORTH ROUTE 9W,WEST HAVERSTRAW,NY,10993,ROCKLAND,8457864000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,1 - The number of cases/patients is too few to report.,1/1/15,12/31/15
330406,SUNNYVIEW HOSPITAL AND REHABILITATION CENTER,1270 BELMONT AVENUE,SCHENECTADY,NY,12308,SCHENECTADY,5183863580,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,0.84,,1/1/15,12/31/15
330408,TRI-TOWN REGIONAL HEALTHCARE,43 WEST PEARL STREET,SIDNEY,NY,13838,DELAWARE,6075637080,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,1/1/15,12/31/15
330409,BURDETT CARE CENTER,2215 BURDETT AVE,TROY,NY,12180,RENSSELAER,5182713655,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,1/1/15,12/31/15
331301,"CUBA MEMORIAL HOSPITAL, INC",140 WEST MAIN STREET,CUBA,NY,14727,ALLEGANY,5859612000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331302,ELIZABETHTOWN COMMUNITY HOSPITAL,75 PARK STREET,ELIZABETHTOWN,NY,12932,ESSEX,5188736377,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331303,CATSKILL REGIONAL MEDICAL CENTER - G HERMANN SITE,8081 ROUTE 97,CALLICOON,NY,12723,SULLIVAN,8458875530,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331304,MARGARETVILLE MEMORIAL HOSPITAL,42084 STATE HIGHWAY 28,MARGARETVILLE,NY,12455,DELAWARE,8455862631,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331305,O'CONNOR HOSPITAL,460 ANDES ROAD,DELHI,NY,13753,DELAWARE,6077460300,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331306,MOSES-LUDINGTON HOSPITAL,1019 WICKER STREET,TICONDEROGA,NY,12883,ESSEX,5185853700,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331307,CLIFTON FINE HOSPITAL,1014 OSWEGATCHIE TRAIL,STAR LAKE,NY,13690,SAINT LAWRENCE,3158483351,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331309,"RIVER HOSPITAL, INC",4 FULLER STREET,ALEXANDRIA BAY,NY,13607,JEFFERSON,3154822511,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331310,ELLENVILLE REGIONAL HOSPITAL,10 HEALTHY WAY,ELLENVILLE,NY,12428,ULSTER,8456476400,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331311,LITTLE FALLS HOSPITAL,140 BURWELL STREET,LITTLE FALLS,NY,13365,HERKIMER,3158235261,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331312,"DELAWARE VALLEY HOSPITAL, INC",1 TITUS PLACE,WALTON,NY,13856,DELAWARE,6078652188,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331313,"SCHUYLER HOSPITAL, INC",220 STEUBEN STREET,MONTOUR FALLS,NY,14865,SCHUYLER,6075307121,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331314,SOLDIERS AND SAILORS MEMORIAL HOSPITAL OF YATES,418 NORTH MAIN STREET,PENN YAN,NY,14527,YATES,3157874175,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331315,GOUVERNEUR HOSPITAL,77 WEST BARNEY STREET,GOUVERNEUR,NY,13642,SAINT LAWRENCE,3152871000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331316,"COMMUNITY MEMORIAL HOSPITAL, INC",150 BROAD STREET,HAMILTON,NY,13346,MADISON,3158241100,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331317,LEWIS COUNTY GENERAL HOSPITAL,7785 NORTH STATE STREET,LOWVILLE,NY,13367,LEWIS,3153765200,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331318,"CARTHAGE AREA HOSPITAL, INC",1001 WEST STREET,CARTHAGE,NY,13619,JEFFERSON,3154931000,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
331319,MEDINA MEMORIAL HOSPITAL,200 OHIO STREET,MEDINA,NY,14103,ORLEANS,5857988111,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,5 - Results are not available for this reporting period.,1/1/15,12/31/15
333301,BLYTHEDALE CHILDREN'S HOSPITAL,95 BRADHURST AVENUE,VALHALLA,NY,10595,WESTCHESTER,9145927555,Medicare hospital spending per patient (Medicare Spending per Beneficiary),MSPB_1,Not Available,19 - Data are shown only for hospitals that participate in the Inpatient Quality Reporting (IQR) and Outpatient Quality Reporting (OQR) programs.,1/1/15,12/31/15
